District Name,Year,Crop,Area,Production
Mahendragarh / Narnaul,2011,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2011,Oilseeds,204.15,243.22
Mahendragarh / Narnaul,2011,Sugarcane,0.73,4.64
Mahendragarh / Narnaul,2011,Cotton,20.14,11.79
Mahendragarh / Narnaul,2012,Rice,6.09,17.69
Mahendragarh / Narnaul,2012,Wheat,128.83,588.67
Mahendragarh / Narnaul,2012,Kharif Sorghum,0.45,0.0
Mahendragarh / Narnaul,2012,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2012,Sorghum,0.45,0.0
Mahendragarh / Narnaul,2012,Pearl Millet,159.51,318.93
Mahendragarh / Narnaul,2012,Maize,0.02,0.0
Mahendragarh / Narnaul,2012,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2012,Barley,5.8,21.4
Mahendragarh / Narnaul,2012,Chickpea,15.01,18.41
Mahendragarh / Narnaul,2012,Pigeonpea,0.55,0.61
Mahendragarh / Narnaul,2012,Minor Pulses,0.66,5.28
Mahendragarh / Narnaul,2012,Groundnut,0.1,0.11
Mahendragarh / Narnaul,2012,Sesamum,0.22,0.08
Mahendragarh / Narnaul,2012,Rapeseed And Mustard,202.35,368.03
Mahendragarh / Narnaul,2012,Safflower,0.0,0.0
Mahendragarh / Narnaul,2012,Castor,0.02,0.01
Mahendragarh / Narnaul,2012,Linseed,0.0,0.0
Mahendragarh / Narnaul,2012,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2012,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2012,Oilseeds,202.67,368.39
Mahendragarh / Narnaul,2012,Sugarcane,0.74,3.71
Mahendragarh / Narnaul,2012,Cotton,24.17,13.98
Mahendragarh / Narnaul,2013,Rice,6.38,16.24
Mahendragarh / Narnaul,2013,Wheat,133.58,628.88
Mahendragarh / Narnaul,2013,Kharif Sorghum,1.45,1.16
Mahendragarh / Narnaul,2013,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2013,Sorghum,1.45,1.16
Mahendragarh / Narnaul,2013,Pearl Millet,167.43,383.11
Mahendragarh / Narnaul,2013,Maize,0.0,0.0
Mahendragarh / Narnaul,2013,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2013,Barley,5.64,21.27
Mahendragarh / Narnaul,2013,Chickpea,26.76,24.02
Mahendragarh / Narnaul,2013,Pigeonpea,0.42,0.48
Mahendragarh / Narnaul,2013,Minor Pulses,0.49,0.26
Mahendragarh / Narnaul,2013,Groundnut,0.03,0.03
Mahendragarh / Narnaul,2013,Sesamum,0.2,0.12
Mahendragarh / Narnaul,2013,Rapeseed And Mustard,190.37,325.16
Mahendragarh / Narnaul,2013,Safflower,0.0,0.0
Mahendragarh / Narnaul,2013,Castor,0.0,0.0
Mahendragarh / Narnaul,2013,Linseed,0.0,0.0
Mahendragarh / Narnaul,2013,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2013,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2013,Oilseeds,190.99,325.31
Mahendragarh / Narnaul,2013,Sugarcane,0.58,4.38
Mahendragarh / Narnaul,2013,Cotton,22.27,11.6
Mahendragarh / Narnaul,2014,Rice,7.83,13.92
Mahendragarh / Narnaul,2014,Wheat,156.01,608.94
Mahendragarh / Narnaul,2014,Kharif Sorghum,1.45,0.29
Mahendragarh / Narnaul,2014,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2014,Sorghum,1.45,0.29
Mahendragarh / Narnaul,2014,Pearl Millet,168.4,306.22
Mahendragarh / Narnaul,2014,Maize,0.0,0.0
Mahendragarh / Narnaul,2014,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2014,Barley,4.93,14.5
Mahendragarh / Narnaul,2014,Chickpea,18.6,11.25
Mahendragarh / Narnaul,2014,Pigeonpea,0.0,0.0
Mahendragarh / Narnaul,2014,Minor Pulses,1.61,0.59
Mahendragarh / Narnaul,2014,Groundnut,0.0,0.0
Mahendragarh / Narnaul,2014,Sesamum,0.0,0.0
Mahendragarh / Narnaul,2014,Rapeseed And Mustard,182.09,271.04
Mahendragarh / Narnaul,2014,Safflower,0.0,0.0
Mahendragarh / Narnaul,2014,Castor,0.0,0.0
Mahendragarh / Narnaul,2014,Linseed,0.0,0.0
Mahendragarh / Narnaul,2014,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2014,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2014,Oilseeds,181.98,275.22
Mahendragarh / Narnaul,2014,Sugarcane,0.58,4.41
Mahendragarh / Narnaul,2014,Cotton,36.87,16.9
Mahendragarh / Narnaul,2015,Rice,8.99,20.59
Mahendragarh / Narnaul,2015,Wheat,147.86,610.68
Mahendragarh / Narnaul,2015,Kharif Sorghum,0.58,0.29
Mahendragarh / Narnaul,2015,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2015,Sorghum,0.58,0.29
Mahendragarh / Narnaul,2015,Pearl Millet,158.02,269.56
Mahendragarh / Narnaul,2015,Maize,0.0,0.0
Mahendragarh / Narnaul,2015,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2015,Barley,4.06,14.5
Mahendragarh / Narnaul,2015,Chickpea,9.09,5.19
Mahendragarh / Narnaul,2015,Pigeonpea,0.0,0.0
Mahendragarh / Narnaul,2015,Minor Pulses,1.38,0.35
Mahendragarh / Narnaul,2015,Groundnut,0.13,0.22
Mahendragarh / Narnaul,2015,Sesamum,0.78,0.41
Mahendragarh / Narnaul,2015,Rapeseed And Mustard,181.47,295.17
Mahendragarh / Narnaul,2015,Safflower,0.0,0.0
Mahendragarh / Narnaul,2015,Castor,0.0,0.0
Mahendragarh / Narnaul,2015,Linseed,0.0,0.0
Mahendragarh / Narnaul,2015,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2015,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2015,Oilseeds,182.38,295.79
Mahendragarh / Narnaul,2015,Sugarcane,0.0,0.0
Mahendragarh / Narnaul,2015,Cotton,50.06,17.11
Mahendragarh / Narnaul,2016,Rice,10.24,21.75
Mahendragarh / Narnaul,2016,Wheat,144.08,671.29
Mahendragarh / Narnaul,2016,Kharif Sorghum,0.0,0.0
Mahendragarh / Narnaul,2016,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2016,Sorghum,1.22,0.58
Mahendragarh / Narnaul,2016,Pearl Millet,190.77,412.44
Mahendragarh / Narnaul,2016,Maize,0.0,0.0
Mahendragarh / Narnaul,2016,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2016,Barley,2.68,9.57
Mahendragarh / Narnaul,2016,Chickpea,16.03,19.94
Mahendragarh / Narnaul,2016,Pigeonpea,0.0,0.0
Mahendragarh / Narnaul,2016,Minor Pulses,5.5,27.88
Mahendragarh / Narnaul,2016,Groundnut,0.09,0.12
Mahendragarh / Narnaul,2016,Sesamum,0.35,0.46
Mahendragarh / Narnaul,2016,Rapeseed And Mustard,184.57,367.45
Mahendragarh / Narnaul,2016,Safflower,0.0,0.0
Mahendragarh / Narnaul,2016,Castor,0.0,0.0
Mahendragarh / Narnaul,2016,Linseed,0.0,0.0
Mahendragarh / Narnaul,2016,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2016,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2016,Oilseeds,184.98,368.03
Mahendragarh / Narnaul,2016,Sugarcane,1.1,7.25
Mahendragarh / Narnaul,2016,Cotton,44.08,24.67
Mahendragarh / Narnaul,2017,Rice,10.59,25.52
Mahendragarh / Narnaul,2017,Wheat,139.03,617.32
Mahendragarh / Narnaul,2017,Kharif Sorghum,0.0,0.0
Mahendragarh / Narnaul,2017,Rabi Sorghum,0.0,0.0
Mahendragarh / Narnaul,2017,Sorghum,1.13,0.29
Mahendragarh / Narnaul,2017,Pearl Millet,186.69,293.16
Mahendragarh / Narnaul,2017,Maize,0.03,0.0
Mahendragarh / Narnaul,2017,Finger Millet,0.0,0.0
Mahendragarh / Narnaul,2017,Barley,2.7,9.99
Mahendragarh / Narnaul,2017,Chickpea,9.1,8.9
Mahendragarh / Narnaul,2017,Pigeonpea,0.0,0.0
Mahendragarh / Narnaul,2017,Minor Pulses,1.91,16.5
Mahendragarh / Narnaul,2017,Groundnut,0.09,0.09
Mahendragarh / Narnaul,2017,Sesamum,0.23,0.12
Mahendragarh / Narnaul,2017,Rapeseed And Mustard,188.61,378.14
Mahendragarh / Narnaul,2017,Safflower,0.0,0.0
Mahendragarh / Narnaul,2017,Castor,0.0,0.0
Mahendragarh / Narnaul,2017,Linseed,0.0,0.0
Mahendragarh / Narnaul,2017,Sunflower,0.0,0.0
Mahendragarh / Narnaul,2017,Soyabean,0.0,0.0
Mahendragarh / Narnaul,2017,Oilseeds,188.92,378.34
Mahendragarh / Narnaul,2017,Sugarcane,0.0,0.0
Mahendragarh / Narnaul,2017,Cotton,65.72,30.82
Ambala,2010,Rice,165.6,556.0
Ambala,2010,Wheat,186.5,734.0
Ambala,2010,Kharif Sorghum,0.7,1.0
Ambala,2010,Rabi Sorghum,0.0,0.0
Ambala,2010,Sorghum,0.7,1.0
Ambala,2010,Pearl Millet,2.6,4.0
Ambala,2010,Maize,7.9,15.0
Ambala,2010,Finger Millet,0.0,0.0
Ambala,2010,Barley,0.0,0.0
Ambala,2010,Chickpea,0.5,0.0
Ambala,2010,Pigeonpea,0.0,0.0
Ambala,2010,Minor Pulses,0.0,0.0
Ambala,2010,Groundnut,0.0,0.1
Ambala,2010,Sesamum,0.1,0.0
Ambala,2010,Rapeseed And Mustard,5.0,10.0
Ambala,2010,Safflower,0.0,0.0
Ambala,2010,Castor,0.0,0.0
Ambala,2010,Linseed,0.0,0.0
Ambala,2010,Sunflower,0.0,0.0
Ambala,2010,Soyabean,0.0,0.0
Ambala,2010,Oilseeds,5.8,11.4
Ambala,2010,Sugarcane,35.3,238.0
Ambala,2010,Cotton,0.0,0.0
Ambala,2011,Rice,164.5,615.0
Ambala,2011,Wheat,187.8,936.0
Ambala,2011,Kharif Sorghum,0.0,0.0
Ambala,2011,Rabi Sorghum,0.0,0.0
Ambala,2011,Sorghum,0.0,0.0
Ambala,2011,Pearl Millet,2.1,4.0
Ambala,2011,Maize,8.5,21.0
Ambala,2011,Finger Millet,0.0,0.0
Ambala,2011,Barley,0.0,0.0
Ambala,2011,Chickpea,0.4,0.0
Ambala,2011,Pigeonpea,0.0,0.0
Ambala,2011,Minor Pulses,0.0,0.0
Ambala,2011,Groundnut,0.1,0.0
Ambala,2011,Sesamum,0.0,0.0
Ambala,2011,Rapeseed And Mustard,5.3,6.0
Ambala,2011,Safflower,0.0,0.0
Ambala,2011,Castor,0.0,0.0
Ambala,2011,Linseed,0.0,0.0
Ambala,2011,Sunflower,0.0,0.0
Ambala,2011,Soyabean,0.0,0.0
Ambala,2011,Oilseeds,5.7,7.0
Ambala,2011,Sugarcane,36.0,244.0
Ambala,2011,Cotton,0.0,0.0
Ambala,2012,Rice,162.13,645.0
Ambala,2012,Wheat,189.09,794.0
Ambala,2012,Kharif Sorghum,0.0,0.0
Ambala,2012,Rabi Sorghum,0.0,0.0
Ambala,2012,Sorghum,0.0,0.0
Ambala,2012,Pearl Millet,2.09,4.0
Ambala,2012,Maize,7.64,20.0
Ambala,2012,Finger Millet,0.0,0.0
Ambala,2012,Barley,0.07,0.0
Ambala,2012,Chickpea,0.3,0.0
Ambala,2012,Pigeonpea,0.03,0.02
Ambala,2012,Minor Pulses,3.87,24.08
Ambala,2012,Groundnut,0.02,0.02
Ambala,2012,Sesamum,0.04,0.02
Ambala,2012,Rapeseed And Mustard,6.24,10.2
Ambala,2012,Safflower,0.0,0.0
Ambala,2012,Castor,0.0,0.0
Ambala,2012,Linseed,0.0,0.0
Ambala,2012,Sunflower,0.42,0.8
Ambala,2012,Soyabean,0.0,0.0
Ambala,2012,Oilseeds,6.8,10.3
Ambala,2012,Sugarcane,37.79,285.4
Ambala,2012,Cotton,0.0,0.0
Ambala,2013,Rice,158.0,600.0
Ambala,2013,Wheat,188.0,842.0
Ambala,2013,Kharif Sorghum,0.0,0.0
Ambala,2013,Rabi Sorghum,0.0,0.0
Ambala,2013,Sorghum,0.0,0.0
Ambala,2013,Pearl Millet,1.0,2.0
Ambala,2013,Maize,7.0,21.0
Ambala,2013,Finger Millet,0.0,0.0
Ambala,2013,Barley,0.0,0.0
Ambala,2013,Chickpea,0.0,0.0
Ambala,2013,Pigeonpea,0.0,0.0
Ambala,2013,Minor Pulses,3.5,1.9
Ambala,2013,Groundnut,0.0,0.0
Ambala,2013,Sesamum,0.0,0.0
Ambala,2013,Rapeseed And Mustard,4.0,8.0
Ambala,2013,Safflower,0.0,0.0
Ambala,2013,Castor,0.0,0.0
Ambala,2013,Linseed,0.0,0.0
Ambala,2013,Sunflower,0.5,0.8
Ambala,2013,Soyabean,0.0,0.0
Ambala,2013,Oilseeds,6.0,10.8
Ambala,2013,Sugarcane,37.0,256.6
Ambala,2013,Cotton,0.0,0.0
Ambala,2014,Rice,163.0,596.0
Ambala,2014,Wheat,194.0,713.0
Ambala,2014,Kharif Sorghum,0.0,0.0
Ambala,2014,Rabi Sorghum,0.0,0.0
Ambala,2014,Sorghum,0.0,0.0
Ambala,2014,Pearl Millet,1.0,2.0
Ambala,2014,Maize,6.0,12.0
Ambala,2014,Finger Millet,0.0,0.0
Ambala,2014,Barley,0.0,0.0
Ambala,2014,Chickpea,0.0,0.0
Ambala,2014,Pigeonpea,0.0,0.0
Ambala,2014,Minor Pulses,2.8,1.6
Ambala,2014,Groundnut,0.0,0.0
Ambala,2014,Sesamum,0.0,0.0
Ambala,2014,Rapeseed And Mustard,3.0,3.0
Ambala,2014,Safflower,0.0,0.0
Ambala,2014,Castor,0.0,0.0
Ambala,2014,Linseed,0.0,0.0
Ambala,2014,Sunflower,2.0,4.0
Ambala,2014,Soyabean,0.0,0.0
Ambala,2014,Oilseeds,8.0,10.1
Ambala,2014,Sugarcane,37.0,259.3
Ambala,2014,Cotton,0.0,0.0
Ambala,2015,Rice,167.8,638.0
Ambala,2015,Wheat,196.2,846.0
Ambala,2015,Kharif Sorghum,0.0,0.0
Ambala,2015,Rabi Sorghum,0.0,0.0
Ambala,2015,Sorghum,0.0,0.0
Ambala,2015,Pearl Millet,1.4,2.0
Ambala,2015,Maize,4.3,14.0
Ambala,2015,Finger Millet,0.0,0.0
Ambala,2015,Barley,0.0,0.0
Ambala,2015,Chickpea,0.2,0.0
Ambala,2015,Pigeonpea,0.0,0.0
Ambala,2015,Minor Pulses,2.6,1.3
Ambala,2015,Groundnut,0.0,0.0
Ambala,2015,Sesamum,0.1,0.1
Ambala,2015,Rapeseed And Mustard,4.6,6.0
Ambala,2015,Safflower,0.0,0.0
Ambala,2015,Castor,0.0,0.0
Ambala,2015,Linseed,0.0,0.0
Ambala,2015,Sunflower,0.0,0.0
Ambala,2015,Soyabean,0.0,0.0
Ambala,2015,Oilseeds,8.3,13.1
Ambala,2015,Sugarcane,0.0,0.0
Ambala,2015,Cotton,0.0,0.0
Ambala,2016,Rice,167.3,645.0
Ambala,2016,Wheat,193.2,860.0
Ambala,2016,Kharif Sorghum,0.0,0.0
Ambala,2016,Rabi Sorghum,0.0,0.0
Ambala,2016,Sorghum,0.0,0.0
Ambala,2016,Pearl Millet,0.3,3.0
Ambala,2016,Maize,3.7,10.0
Ambala,2016,Finger Millet,0.0,0.0
Ambala,2016,Barley,0.0,2.0
Ambala,2016,Chickpea,0.2,0.0
Ambala,2016,Pigeonpea,0.0,0.0
Ambala,2016,Minor Pulses,2.4,13.6
Ambala,2016,Groundnut,0.0,0.0
Ambala,2016,Sesamum,0.0,0.0
Ambala,2016,Rapeseed And Mustard,4.9,4.0
Ambala,2016,Safflower,0.0,0.0
Ambala,2016,Castor,0.0,0.0
Ambala,2016,Linseed,0.0,0.0
Ambala,2016,Sunflower,0.0,0.0
Ambala,2016,Soyabean,0.0,0.0
Ambala,2016,Oilseeds,8.2,11.2
Ambala,2016,Sugarcane,33.3,270.0
Ambala,2016,Cotton,0.0,0.0
Ambala,2017,Rice,170.6,681.0
Ambala,2017,Wheat,194.2,898.0
Ambala,2017,Kharif Sorghum,0.0,0.0
Ambala,2017,Rabi Sorghum,0.0,0.0
Ambala,2017,Sorghum,0.0,0.0
Ambala,2017,Pearl Millet,1.1,2.0
Ambala,2017,Maize,5.2,15.0
Ambala,2017,Finger Millet,0.0,0.0
Ambala,2017,Barley,0.1,0.0
Ambala,2017,Chickpea,0.1,0.5
Ambala,2017,Pigeonpea,0.0,0.0
Ambala,2017,Minor Pulses,0.7,8.5
Ambala,2017,Groundnut,0.0,0.0
Ambala,2017,Sesamum,0.0,0.0
Ambala,2017,Rapeseed And Mustard,5.3,7.2
Ambala,2017,Safflower,0.0,0.0
Ambala,2017,Castor,0.0,0.0
Ambala,2017,Linseed,0.0,0.0
Ambala,2017,Sunflower,0.0,0.0
Ambala,2017,Soyabean,0.0,0.0
Ambala,2017,Oilseeds,7.2,11.0
Ambala,2017,Sugarcane,0.0,0.0
Ambala,2017,Cotton,0.0,0.0
Karnal,2010,Rice,499.53,1375.52
Karnal,2010,Wheat,517.23,2353.7
Karnal,2010,Kharif Sorghum,0.0,0.0
Karnal,2010,Rabi Sorghum,0.0,0.0
Karnal,2010,Sorghum,0.0,0.0
Karnal,2010,Pearl Millet,8.44,13.48
Karnal,2010,Maize,0.3,0.0
Karnal,2010,Finger Millet,0.0,0.0
Karnal,2010,Barley,0.1,0.0
Karnal,2010,Chickpea,0.28,0.0
Karnal,2010,Pigeonpea,0.0,0.0
Karnal,2010,Minor Pulses,0.0,0.0
Karnal,2010,Groundnut,0.0,0.0
Karnal,2010,Sesamum,0.3,0.2
Karnal,2010,Rapeseed And Mustard,3.37,7.64
Karnal,2010,Safflower,0.0,0.0
Karnal,2010,Castor,0.0,0.0
Karnal,2010,Linseed,0.0,0.0
Karnal,2010,Sunflower,0.0,0.0
Karnal,2010,Soyabean,0.0,0.0
Karnal,2010,Oilseeds,6.86,13.94
Karnal,2010,Sugarcane,27.54,212.3
Karnal,2010,Cotton,3.53,1.64
Karnal,2011,Rice,492.5,1539.02
Karnal,2011,Wheat,512.54,2840.26
Karnal,2011,Kharif Sorghum,0.0,0.0
Karnal,2011,Rabi Sorghum,0.0,0.0
Karnal,2011,Sorghum,0.0,0.0
Karnal,2011,Pearl Millet,6.16,14.3
Karnal,2011,Maize,1.0,3.0
Karnal,2011,Finger Millet,0.0,0.0
Karnal,2011,Barley,0.2,0.0
Karnal,2011,Chickpea,0.28,0.0
Karnal,2011,Pigeonpea,0.0,0.0
Karnal,2011,Minor Pulses,0.0,0.0
Karnal,2011,Groundnut,0.0,0.0
Karnal,2011,Sesamum,0.0,0.0
Karnal,2011,Rapeseed And Mustard,4.06,4.82
Karnal,2011,Safflower,0.0,0.0
Karnal,2011,Castor,0.0,0.0
Karnal,2011,Linseed,0.0,0.0
Karnal,2011,Sunflower,0.0,0.0
Karnal,2011,Soyabean,0.0,0.0
Karnal,2011,Oilseeds,6.76,7.62
Karnal,2011,Sugarcane,29.53,236.12
Karnal,2011,Cotton,6.97,5.16
Karnal,2012,Rice,489.8,1678.84
Karnal,2012,Wheat,512.65,2389.92
Karnal,2012,Kharif Sorghum,0.01,0.0
Karnal,2012,Rabi Sorghum,0.0,0.0
Karnal,2012,Sorghum,0.01,0.0
Karnal,2012,Pearl Millet,5.07,12.66
Karnal,2012,Maize,0.57,0.0
Karnal,2012,Finger Millet,0.0,0.0
Karnal,2012,Barley,0.09,0.0
Karnal,2012,Chickpea,0.29,0.0
Karnal,2012,Pigeonpea,0.35,0.34
Karnal,2012,Minor Pulses,2.21,11.09
Karnal,2012,Groundnut,0.0,0.0
Karnal,2012,Sesamum,0.04,0.03
Karnal,2012,Rapeseed And Mustard,4.63,8.84
Karnal,2012,Safflower,0.0,0.0
Karnal,2012,Castor,0.0,0.0
Karnal,2012,Linseed,0.0,0.0
Karnal,2012,Sunflower,3.48,7.6
Karnal,2012,Soyabean,0.0,0.0
Karnal,2012,Oilseeds,8.24,9.54
Karnal,2012,Sugarcane,29.86,254.52
Karnal,2012,Cotton,8.4,6.55
Karnal,2013,Rice,484.56,1677.4
Karnal,2013,Wheat,512.68,2499.16
Karnal,2013,Kharif Sorghum,0.0,0.0
Karnal,2013,Rabi Sorghum,0.0,0.0
Karnal,2013,Sorghum,0.0,0.0
Karnal,2013,Pearl Millet,4.28,10.2
Karnal,2013,Maize,0.0,0.0
Karnal,2013,Finger Millet,0.0,0.0
Karnal,2013,Barley,0.0,0.0
Karnal,2013,Chickpea,0.0,0.0
Karnal,2013,Pigeonpea,0.3,0.3
Karnal,2013,Minor Pulses,2.06,2.58
Karnal,2013,Groundnut,0.0,0.0
Karnal,2013,Sesamum,0.0,0.0
Karnal,2013,Rapeseed And Mustard,4.82,8.64
Karnal,2013,Safflower,0.0,0.0
Karnal,2013,Castor,0.0,0.0
Karnal,2013,Linseed,0.0,0.0
Karnal,2013,Sunflower,3.4,10.3
Karnal,2013,Soyabean,0.0,0.0
Karnal,2013,Oilseeds,8.16,18.94
Karnal,2013,Sugarcane,34.28,266.55
Karnal,2013,Cotton,9.02,6.55
Karnal,2014,Rice,489.02,1575.4
Karnal,2014,Wheat,514.5,2074.08
Karnal,2014,Kharif Sorghum,0.0,0.0
Karnal,2014,Rabi Sorghum,0.0,0.0
Karnal,2014,Sorghum,0.0,0.0
Karnal,2014,Pearl Millet,2.64,6.1
Karnal,2014,Maize,1.0,2.0
Karnal,2014,Finger Millet,0.0,0.0
Karnal,2014,Barley,0.0,0.0
Karnal,2014,Chickpea,0.0,0.0
Karnal,2014,Pigeonpea,0.0,0.0
Karnal,2014,Minor Pulses,1.78,0.68
Karnal,2014,Groundnut,0.0,0.0
Karnal,2014,Sesamum,0.0,0.0
Karnal,2014,Rapeseed And Mustard,3.82,3.82
Karnal,2014,Safflower,0.0,0.0
Karnal,2014,Castor,0.0,0.0
Karnal,2014,Linseed,0.0,0.0
Karnal,2014,Sunflower,0.0,0.0
Karnal,2014,Soyabean,0.0,0.0
Karnal,2014,Oilseeds,8.67,30.82
Karnal,2014,Sugarcane,30.46,250.95
Karnal,2014,Cotton,8.2,4.6
Karnal,2015,Rice,488.46,1543.8
Karnal,2015,Wheat,514.4,2394.54
Karnal,2015,Kharif Sorghum,2.1,1.0
Karnal,2015,Rabi Sorghum,0.0,0.0
Karnal,2015,Sorghum,2.1,1.0
Karnal,2015,Pearl Millet,3.05,5.28
Karnal,2015,Maize,1.3,3.0
Karnal,2015,Finger Millet,0.0,0.0
Karnal,2015,Barley,0.0,0.0
Karnal,2015,Chickpea,0.1,0.0
Karnal,2015,Pigeonpea,0.0,0.0
Karnal,2015,Minor Pulses,2.38,0.8
Karnal,2015,Groundnut,0.0,0.0
Karnal,2015,Sesamum,0.0,0.0
Karnal,2015,Rapeseed And Mustard,4.77,9.64
Karnal,2015,Safflower,0.0,0.0
Karnal,2015,Castor,0.0,0.0
Karnal,2015,Linseed,0.0,0.0
Karnal,2015,Sunflower,0.0,0.0
Karnal,2015,Soyabean,0.0,0.0
Karnal,2015,Oilseeds,9.57,24.14
Karnal,2015,Sugarcane,0.0,0.0
Karnal,2015,Cotton,8.79,2.07
Karnal,2016,Rice,498.94,1700.64
Karnal,2016,Wheat,527.36,2543.02
Karnal,2016,Kharif Sorghum,0.0,0.0
Karnal,2016,Rabi Sorghum,0.0,0.0
Karnal,2016,Sorghum,1.8,0.0
Karnal,2016,Pearl Millet,2.86,4.92
Karnal,2016,Maize,1.5,1.0
Karnal,2016,Finger Millet,0.0,0.0
Karnal,2016,Barley,0.2,0.0
Karnal,2016,Chickpea,0.0,0.0
Karnal,2016,Pigeonpea,0.0,0.0
Karnal,2016,Minor Pulses,2.11,19.35
Karnal,2016,Groundnut,0.0,0.0
Karnal,2016,Sesamum,0.0,0.0
Karnal,2016,Rapeseed And Mustard,4.32,7.92
Karnal,2016,Safflower,0.0,0.0
Karnal,2016,Castor,0.0,0.0
Karnal,2016,Linseed,0.0,0.0
Karnal,2016,Sunflower,0.0,0.0
Karnal,2016,Soyabean,0.0,0.0
Karnal,2016,Oilseeds,9.62,18.82
Karnal,2016,Sugarcane,31.98,287.16
Karnal,2016,Cotton,6.56,2.66
Karnal,2017,Rice,508.45,1927.62
Karnal,2017,Wheat,515.45,2536.62
Karnal,2017,Kharif Sorghum,0.0,0.0
Karnal,2017,Rabi Sorghum,0.0,0.0
Karnal,2017,Sorghum,0.0,0.0
Karnal,2017,Pearl Millet,2.45,4.92
Karnal,2017,Maize,0.2,0.0
Karnal,2017,Finger Millet,0.0,0.0
Karnal,2017,Barley,0.0,0.0
Karnal,2017,Chickpea,0.2,0.1
Karnal,2017,Pigeonpea,0.0,0.0
Karnal,2017,Minor Pulses,0.9,17.0
Karnal,2017,Groundnut,0.0,0.0
Karnal,2017,Sesamum,0.0,0.0
Karnal,2017,Rapeseed And Mustard,4.74,10.56
Karnal,2017,Safflower,0.0,0.0
Karnal,2017,Castor,0.0,0.0
Karnal,2017,Linseed,0.0,0.0
Karnal,2017,Sunflower,0.0,0.0
Karnal,2017,Soyabean,0.0,0.0
Karnal,2017,Oilseeds,7.94,16.26
Karnal,2017,Sugarcane,0.0,0.0
Karnal,2017,Cotton,5.9,3.25
Rohtak,2010,Rice,164.35,324.04
Rohtak,2010,Wheat,352.86,1619.59
Rohtak,2010,Kharif Sorghum,45.03,23.13
Rohtak,2010,Rabi Sorghum,0.0,0.0
Rohtak,2010,Sorghum,45.03,23.13
Rohtak,2010,Pearl Millet,90.37,150.38
Rohtak,2010,Maize,1.2,4.0
Rohtak,2010,Finger Millet,0.0,0.0
Rohtak,2010,Barley,4.37,14.52
Rohtak,2010,Chickpea,1.51,2.0
Rohtak,2010,Pigeonpea,0.0,0.0
Rohtak,2010,Minor Pulses,0.0,0.0
Rohtak,2010,Groundnut,0.11,0.1
Rohtak,2010,Sesamum,0.14,0.01
Rohtak,2010,Rapeseed And Mustard,51.61,91.25
Rohtak,2010,Safflower,0.0,0.0
Rohtak,2010,Castor,0.0,0.0
Rohtak,2010,Linseed,0.0,0.0
Rohtak,2010,Sunflower,0.0,0.0
Rohtak,2010,Soyabean,0.0,0.0
Rohtak,2010,Oilseeds,51.96,91.36
Rohtak,2010,Sugarcane,13.7,104.0
Rohtak,2010,Cotton,8.16,2.24
Rohtak,2011,Rice,165.43,381.17
Rohtak,2011,Wheat,369.48,1918.2
Rohtak,2011,Kharif Sorghum,40.62,20.13
Rohtak,2011,Rabi Sorghum,0.0,0.0
Rohtak,2011,Sorghum,40.62,20.13
Rohtak,2011,Pearl Millet,77.66,156.11
Rohtak,2011,Maize,1.4,6.0
Rohtak,2011,Finger Millet,0.0,0.0
Rohtak,2011,Barley,6.65,22.04
Rohtak,2011,Chickpea,1.3,1.0
Rohtak,2011,Pigeonpea,0.0,0.0
Rohtak,2011,Minor Pulses,0.0,0.0
Rohtak,2011,Groundnut,0.21,0.21
Rohtak,2011,Sesamum,0.24,0.01
Rohtak,2011,Rapeseed And Mustard,52.86,84.34
Rohtak,2011,Safflower,0.0,0.0
Rohtak,2011,Castor,0.0,0.0
Rohtak,2011,Linseed,0.0,0.0
Rohtak,2011,Sunflower,0.0,0.0
Rohtak,2011,Soyabean,0.0,0.0
Rohtak,2011,Oilseeds,53.11,84.57
Rohtak,2011,Sugarcane,18.7,141.0
Rohtak,2011,Cotton,11.84,7.52
Rohtak,2012,Rice,148.18,324.91
Rohtak,2012,Wheat,347.5,1436.86
Rohtak,2012,Kharif Sorghum,38.29,19.0
Rohtak,2012,Rabi Sorghum,0.0,0.0
Rohtak,2012,Sorghum,38.29,19.0
